mpan,TOTAL (A),TOTAL (E),eac
1460001531241,27292.8,0,620.2909091
2300001016970,27296.4,0,620.3727273
1170001332096,27299.2,0,620.4363636
1200010032562,27301.8,0,620.4954545
1900060782237,27304.6,0,620.5590909
2600003228440,27305.1,0,620.5704545
1100040494250,27305.5,0,620.5795455
1200062980349,27306.5,0,620.6022727
1014569870723,27307.1,0,620.6159091
2000027409005,27307.1,0,620.6159091
1900010428466,27307.2,0,620.6181818
1030075931972,27310.3,0,620.6886364
1200060377452,27314.7,0,620.7886364
1100039248475,27315.6,0,620.8090909
1580001429865,27320.5,0,620.9204545
1014569955829,27320.7,0,620.925
1030063829374,27321.5,0,620.9431818
1200051001314,27324,0,621
1800035335123,27324,0,621
2000053523389,27325.5,0,621.0340909
2100041731555,27325.5,0,621.0340909
1800060320151,27326.4,0,621.0545455
1620000202810,27326.4,0,621.0545455
2100040863162,27326.6,0,621.0590909
1470000523803,27327.7,0,621.0840909
2000056411886,27331,0,621.1590909
1800052443169,27331,0,621.1590909
2500001221651,27332.4,0,621.1909091
1030079013748,27332.9,0,621.2022727
2199989635446,27333.9,0,621.225
1200010008072,27336.3,0,621.2795455
1200010085652,27337.4,0,621.3045455
1420880000006,27337.5,0,621.3068182
1800022254574,27338.6,0,621.3318182
2200030082914,27342.2,0,621.4136364
2336576671011,27342.3,0,621.4159091
1800054834019,27345.4,0,621.4863636
1160001214874,27346,0,621.5
1100039227527,27346.5,0,621.5113636
1200010130117,27347.7,0,621.5386364
2390000049935,27348.2,0,621.55
1640000482495,27349.5,0,621.5795455
1170001981366,27349.9,0,621.5886364
2200040656645,27350.1,0,621.5931818
3110000083247,27352.5,0,621.6477273
1014572516417,27352.5,0,621.6477273
1900061006108,27354,0,621.6818182
1580001576230,27355.5,0,621.7159091
1030083387420,27355.7,0,621.7204545
1023528517920,27357.6,0,621.7636364
1030075014047,27359.1,0,621.7977273
1100039627995,27364.3,0,621.9159091
1014571280626,27365.6,0,621.9454545
2326526862017,27365.7,0,621.9477273
1900060179750,27367.8,0,621.9954545
2380002849462,27368.8,0,622.0181818
1200060819008,27369.4,0,622.0318182
1030000416300,27372.2,0,622.0954545
1050000521726,27373.4,0,622.1227273
2199989660293,27379.8,0,622.2681818
2000004902004,27380.1,0,622.275
1160001139038,27381.3,0,622.3022727
1800054870319,27381.4,0,622.3045455
1100039230370,27383.3,0,622.3477273
2600003449210,27386.1,0,622.4113636
1300035417810,27387.2,0,622.4363636
1030033770212,27387.8,0,622.45
1030018245906,27388.3,0,622.4613636
1800035329547,27388.6,0,622.4681818
2380000629425,27388.9,0,622.475
1014571916341,27389.1,0,622.4795455
2199989652051,27390.7,0,622.5159091
1170000879573,27393.2,0,622.5727273
1900070572190,27394.6,0,622.6045455
1200061747515,27396.1,0,622.6386364
1030071010207,27396.7,0,622.6522727
1030032789490,27399,0,622.7045455
1800035192704,27399.8,0,622.7227273
2199989632375,27400.9,0,622.7477273
2000056336591,27402.9,0,622.7931818
2000054265869,27403,0,622.7954545
1200010043927,27408.9,0,622.9295455
1470000152117,27409.3,0,622.9386364
1423886100003,27410.4,0,622.9636364
1200010024092,27412.7,0,623.0159091
2500000639858,27413.1,0,623.025
1030011760360,27414.9,0,623.0659091
1900070025240,27416.8,0,623.1090909
2700002736135,27419.8,0,623.1772727
2000027353425,27427.6,0,623.3545455
2326522800017,27433.6,0,623.4909091
2200042245116,27433.6,0,623.4909091
2500001551335,27434.7,0,623.5159091
1100039252746,27435.1,0,623.525
2000027284000,27435.3,0,623.5295455
1800060630594,27438.2,0,623.5954545
2000027150635,27439.9,0,623.6340909
1030023189069,27443,0,623.7045455
1100000396536,27443,0,623.7045455
2100040792681,27444.9,0,623.7477273
1900040221344,27445.9,0,623.7704545
1100039656880,27449,0,623.8409091
1470000538154,27454.9,0,623.975
1460000941866,27455.7,0,623.9931818
1014571650690,27461,0,624.1136364
2199989620500,27465.3,0,624.2113636
1300060738329,27467.9,0,624.2704545
1014572509970,27468.1,0,624.275
1580001277262,27470.6,0,624.3318182
1700052184222,27479.3,0,624.5295455
1030014026093,27480.4,0,624.5545455
2336553375214,27480.6,0,624.5590909
1200010059012,27485.7,0,624.675
2000011288084,27487.1,0,624.7068182
1800054641263,27488.4,0,624.7363636
2000057687285,27489.2,0,624.7545455
1900010367167,27489.8,0,624.7681818
2200030051535,27490.5,0,624.7840909
1700052158756,27491.6,0,624.8090909
1800060118985,27494.5,0,624.875
2380002385895,27494.9,0,624.8840909
1200010167881,27496.9,0,624.9295455
1160001223958,27497.8,0,624.95
1800060669077,27501.4,0,625.0318182
1200010089648,27502,0,625.0454545
2200041081583,27502.1,0,625.0477273
1460001829640,27503,0,625.0681818
1030069108339,27503.1,0,625.0704545
1425704200008,27505.2,0,625.1181818
2000027287809,27505.6,0,625.1272727
1800054160264,27506.3,0,625.1431818
1015684008439,27507.9,0,625.1795455
2700007848902,27510.8,0,625.2454545
1900091436049,27514.4,0,625.3272727
2100041294580,27515.7,0,625.3568182
2199989617136,27516.8,0,625.3818182
1712911734103,27520.7,0,625.4704545
1425806000002,27521.3,0,625.4840909
2700005810251,27521.8,0,625.4954545
1428932200004,27530,0,625.6818182
1800060329916,27530.7,0,625.6977273
1100018993583,27531.2,0,625.7090909
2700009447932,27537.3,0,625.8477273
1200061232544,27537.8,0,625.8590909
1428058100009,27539,0,625.8863636
1700051645321,27540.5,0,625.9204545
2000027361579,27542.1,0,625.9568182
3400000341572,27542.5,0,625.9659091
1620001178345,27543.3,0,625.9840909
2380002504940,27546.9,0,626.0659091
2336574453018,27550.1,0,626.1386364
2380001024252,27550.7,0,626.1522727
1421821100001,27552.6,0,626.1954545
2200030051474,27555.3,0,626.2568182
2346520049012,27559.8,0,626.3590909
1200000002871,27562.6,0,626.4227273
1421300100009,27564.4,0,626.4636364
1600000147185,27564.6,0,626.4681818
1600000152886,27564.7,0,626.4704545
1716696606502,27565.1,0,626.4795455
1200063020618,27565.4,0,626.4863636
1800051936604,27570.9,0,626.6113636
1580001259885,27572.4,0,626.6454545
2500022068918,27573,0,626.6590909
2199989456745,27575.4,0,626.7136364
2000027566700,27575.8,0,626.7227273
2200041624227,27578.3,0,626.7795455
1030005965970,27582.4,0,626.8727273
1030059822084,27586.3,0,626.9613636
2189999997424,27586.9,0,626.975
1800053915698,27587.2,0,626.9818182
3200000627666,27588.9,0,627.0204545
1900060479110,27589.5,0,627.0340909
1640000115611,27592,0,627.0909091
2199989615110,27593.6,0,627.1272727
2000057077224,27595.2,0,627.1636364
1030064804575,27596.7,0,627.1977273
1470000722218,27598.3,0,627.2340909
1640000229249,27607.4,0,627.4409091
2380001129390,27611.7,0,627.5386364
1600000031212,27618.2,0,627.6863636
2600000819877,27621,0,627.75
1100050499558,27621.1,0,627.7522727
1800060792843,27622.9,0,627.7931818
2000052332264,27623.4,0,627.8045455
1014573112808,27625.4,0,627.85
2700002549070,27626.7,0,627.8795455
2000027372491,27634,0,628.0454545
1580001268230,27635.7,0,628.0840909
1160000525536,27636.8,0,628.1090909
2200041183684,27637.2,0,628.1181818
2199989614890,27637.4,0,628.1227273
1800035222378,27638.1,0,628.1386364
2199989680021,27640,0,628.1818182
1900022427105,27641,0,628.2045455
2200032192450,27641.1,0,628.2068182
2600000284103,27645.3,0,628.3022727
2000027387879,27648.4,0,628.3727273
1023527113088,27649.7,0,628.4022727
1014572420045,27650.3,0,628.4159091
3200000709992,27652.1,0,628.4568182
1200010071613,27658.6,0,628.6045455
1200061231754,27659,0,628.6136364
2000027489701,27659.3,0,628.6204545
1592008987304,27660.4,0,628.6454545
1200061604506,27664.1,0,628.7295455
1900029005566,27664.2,0,628.7318182
1900091218385,27664.4,0,628.7363636
2500000598305,27666.6,0,628.7863636
1200010163780,27672.7,0,628.925
1460000416102,27672.9,0,628.9295455
1200050645620,27673.4,0,628.9409091
1418858313008,27677,0,629.0227273
1100050584511,27677.4,0,629.0318182
1714308937668,27678,0,629.0454545
2200030056357,27678.5,0,629.0568182
1200028644472,27681.2,0,629.1181818
2000027499212,27685.1,0,629.2068182
2000055693091,27685.4,0,629.2136364
1800060787880,27686.3,0,629.2340909
2000013928737,27691.2,0,629.3454545
2500020630948,27695.8,0,629.45
1630000769210,27696.9,0,629.475
2100041009875,27697.9,0,629.4977273
1411923703001,27705.1,0,629.6613636
1200010016997,27706.2,0,629.6863636
1900090891727,27706.3,0,629.6886364
1100039370626,27707.4,0,629.7136364
1640000833759,27713.4,0,629.85
1200010018354,27715.2,0,629.8909091
1160000564368,27715.4,0,629.8954545
1460001276322,27719.3,0,629.9840909
1426450200006,27719.4,0,629.9863636
2000053626136,27719.8,0,629.9954545
1200010129130,27722.3,0,630.0522727
1460000358490,27724.2,0,630.0954545
1600000059120,27724.3,0,630.0977273
1160001129953,27725.9,0,630.1340909
1100039211712,27727.4,0,630.1681818
1100000237162,27729.1,0,630.2068182
1591010069937,27729.4,0,630.2136364
1591017530219,27729.7,0,630.2204545
1421752200005,27733.8,0,630.3136364
1800060161378,27734.3,0,630.325
1160000555381,27735.5,0,630.3522727
1050002888076,27742,0,630.5
1023491334513,27745.1,0,630.5704545
2000027448120,27746.9,0,630.6113636
1900092614935,27748.1,0,630.6386364
1160000855414,27750.4,0,630.6909091
1591010750337,27751.1,0,630.7068182
1900091170306,27755.1,0,630.7977273
1100004779432,27755.9,0,630.8159091
1200010010940,27756.6,0,630.8318182
1050000539820,27759.1,0,630.8886364
1714337910072,27760.2,0,630.9136364
1023524976388,27761.5,0,630.9431818
1014571035212,27761.9,0,630.9522727
1200050113788,27763.7,0,630.9931818
1015685852110,27764.2,0,631.0045455
1900029428959,27766.3,0,631.0522727
1030002879609,27769.7,0,631.1295455
1900090250722,27774.1,0,631.2295455
1200050245100,27775.5,0,631.2613636
1200061353959,27776,0,631.2727273
1200010123030,27776.2,0,631.2772727
1900003000489,27777.3,0,631.3022727
1100025238875,27777.5,0,631.3068182
2500001595607,27779.6,0,631.3545455
1200010116887,27781.7,0,631.4022727
1200060398160,27782.5,0,631.4204545
1714323362008,27783.2,0,631.4363636
1460000409648,27783.9,0,631.4522727
1200060433753,27788.7,0,631.5613636
1100014952750,27800.4,0,631.8272727
1900070055741,27805.9,0,631.9522727
1900091149466,27809.7,0,632.0386364
1592001037745,27809.9,0,632.0431818
1200010155900,27811.7,0,632.0840909
1600000059626,27812.1,0,632.0931818
1170000629427,27813,0,632.1136364
2700008449238,27814.1,0,632.1386364
1300035429620,27814.6,0,632.15
1900060749211,27816.8,0,632.2
1200062520186,27820,0,632.2727273
1300053156237,27820.7,0,632.2886364
1023498274998,27821.3,0,632.3022727
1600000140774,27823.1,0,632.3431818
1100039634798,27823.3,0,632.3477273
1100770830971,27824,0,632.3636364
1200062220381,27824.7,0,632.3795455
3200000218648,27827.7,0,632.4477273
1300035403923,27829,0,632.4772727
1030064463947,27832.6,0,632.5590909
2380001682518,27832.7,0,632.5613636
1030081125146,27833.9,0,632.5886364
1712003342503,27837.6,0,632.6727273
2200042912996,27846.1,0,632.8659091
1800035329175,27852.3,0,633.0068182
1300035351372,27855.7,0,633.0840909
1800060479365,27856.1,0,633.0931818
2380002500592,27857.2,0,633.1181818
1030051331406,27860.3,0,633.1886364
1170000214080,27860.4,0,633.1909091
1600000015674,27864.4,0,633.2818182
2380000224050,27864.6,0,633.2863636
2900000041402,27866.9,0,633.3386364
1014571669780,27868.8,0,633.3818182
2000060055940,27870,0,633.4090909
2380000797148,27877.2,0,633.5727273
2199989611418,27877.6,0,633.5818182
1800035336837,27878,0,633.5909091
1591058924530,27879.1,0,633.6159091
1160001302129,27880.6,0,633.65
1600000169142,27885.4,0,633.7590909
1100039675562,27885.5,0,633.7613636
2100040138019,27885.6,0,633.7636364
1800054293860,27888,0,633.8181818
1023518109509,27895.6,0,633.9909091
1200062050782,27899.1,0,634.0704545
1700051854913,27904.2,0,634.1863636
1170001543978,27905.2,0,634.2090909
1460000633750,27905.4,0,634.2136364
1620001377450,27911.6,0,634.3545455
2500223363637,27912.7,0,634.3795455
1800060419774,27914.4,0,634.4181818
1050000610145,27914.9,0,634.4295455
1200010136401,27914.9,0,634.4295455
2000027448087,27916.7,0,634.4704545
1429733200006,27921.6,0,634.5818182
2199989631405,27922.8,0,634.6090909
2199989618264,27923.4,0,634.6227273
2200030012234,27923.5,0,634.625
2100040872282,27932.1,0,634.8204545
1800035346853,27932.2,0,634.8227273
1300038178240,27940.1,0,635.0022727
2200030021309,27940.7,0,635.0159091
2200030054786,27941.2,0,635.0272727
1200010215203,27941.8,0,635.0409091
1030022447085,27942.7,0,635.0613636
1050000571596,27945.5,0,635.125
1900027426560,27947.3,0,635.1659091
1200010044805,27953.1,0,635.2977273
1900060908078,27958.6,0,635.4227273
1200010042515,27958.7,0,635.425
2000027455590,27959.2,0,635.4363636
2600003079780,27959.3,0,635.4386364
1200062496620,27961.3,0,635.4840909
1023517822007,27962.3,0,635.5068182
1300053912347,27962.6,0,635.5136364
1800051945645,27963.3,0,635.5295455
1700052601413,27963.5,0,635.5340909
1592001037373,27964.6,0,635.5590909
1200062634965,27967.4,0,635.6227273
1700053018767,27969.1,0,635.6613636
1429146000000,27971.2,0,635.7090909
1900041428770,27971.3,0,635.7113636
1023508386020,27979.1,0,635.8886364
1200010077076,27979.7,0,635.9022727
1100770859359,27980.5,0,635.9204545
2366560143116,27980.8,0,635.9272727
2380001101632,27980.8,0,635.9272727
2200042692282,27981.3,0,635.9386364
1200050327979,27983.6,0,635.9909091
1800060724189,27984.4,0,636.0090909
2380001872178,27991.8,0,636.1772727
1600000033130,27995.5,0,636.2613636
1100039222937,28000.2,0,636.3681818
1580001041236,28001.3,0,636.3931818
1050002469236,28004,0,636.4545455
1800060388967,28004.6,0,636.4681818
1430000001040,28008.8,0,636.5636364
1700053338354,28011.3,0,636.6204545
1014568185050,28013.4,0,636.6681818
1428118000009,28016.4,0,636.7363636
1900035001004,28018.6,0,636.7863636
1100039208997,28019.3,0,636.8022727
1300061063093,28020.7,0,636.8340909
1800035341891,28020.9,0,636.8386364
1300035370427,28028.3,0,637.0068182
1014569046171,28029.5,0,637.0340909
1014572455925,28029.6,0,637.0363636
1200010127903,28030.6,0,637.0590909
1600000048642,28033.4,0,637.1227273
1425630100004,28033.5,0,637.125
1580000923429,28036,0,637.1818182
1300035394678,28037,0,637.2045455
1100039674870,28037.3,0,637.2113636
1030019153024,28038.5,0,637.2386364
1592008856407,28041,0,637.2954545
3600001005450,28043.5,0,637.3522727
1600000007051,28043.8,0,637.3590909
1014570622595,28045.3,0,637.3931818
1900033426401,28045.6,0,637.4
1417022213009,28046.1,0,637.4113636
2380002052250,28047.9,0,637.4522727
1050000503648,28048,0,637.4545455
1600000173900,28048.1,0,637.4568182
1200062608032,28049.4,0,637.4863636
1050001558105,28050.6,0,637.5136364
2500000416412,28051.5,0,637.5340909
1200010057186,28051.8,0,637.5409091
1700052577833,28051.8,0,637.5409091
1200051610089,28051.9,0,637.5431818
2380000066093,28052.9,0,637.5659091
1800035348503,28053,0,637.5681818
1200052449767,28064.2,0,637.8227273
2200030099129,28065.2,0,637.8454545
1630000418624,28065.8,0,637.8590909
2700005810242,28068.7,0,637.925
2000056848162,28072.6,0,638.0136364
2199989655805,28073,0,638.0227273
1300053995334,28073.2,0,638.0272727
2380000915096,28073.5,0,638.0340909
2700003036920,28073.9,0,638.0431818
2200030362164,28076,0,638.0909091
1023479053209,28076.1,0,638.0931818
1200061512370,28076.2,0,638.0954545
1300053043738,28076.9,0,638.1113636
2500021135100,28077.8,0,638.1318182
1800054428793,28078.8,0,638.1545455
1200060840515,28080.3,0,638.1886364
2100040201984,28085.3,0,638.3022727
1200052261140,28091,0,638.4318182
1700053356619,28093,0,638.4772727
1030081994771,28096.5,0,638.5568182
2200041856913,28100.9,0,638.6568182
2000027422089,28101.3,0,638.6659091
1900033000505,28102.4,0,638.6909091
2336510039118,28103.7,0,638.7204545
1592001017483,28105.4,0,638.7590909
1411601003004,28106.8,0,638.7909091
1200061729933,28109.1,0,638.8431818
1800060909332,28110.5,0,638.875
1592001142245,28113.1,0,638.9340909
2200030097910,28114.6,0,638.9681818
2316510377012,28117.1,0,639.025
1200010146701,28117.8,0,639.0409091
1700052985398,28120.7,0,639.1068182
2000027365537,28121,0,639.1136364
2200041782581,28122.4,0,639.1454545
1600000094719,28122.5,0,639.1477273
1030018259476,28130,0,639.3181818
1800035115338,28130.6,0,639.3318182
1300060621115,28136.1,0,639.4568182
2336563698013,28136.2,0,639.4590909
2000054406174,28139.9,0,639.5431818
1300051939825,28141.2,0,639.5727273
2700000013753,28142.7,0,639.6068182
2100041990118,28142.7,0,639.6068182
1300050565378,28144.6,0,639.65
2000055632140,28149.8,0,639.7681818
2200043277509,28154.7,0,639.8795455
2380001307308,28155.1,0,639.8886364
1800054466121,28157,0,639.9318182
1030056268352,28159.6,0,639.9909091
1630000841958,28162.5,0,640.0568182
1200060654783,28165.2,0,640.1181818
1200010181404,28166.2,0,640.1409091
1100039635870,28168.6,0,640.1954545
1580001287172,28169,0,640.2045455
1800035170296,28172.1,0,640.275
1200060206126,28176.5,0,640.375
1100039621878,28179.6,0,640.4454545
1200051609473,28180.5,0,640.4659091
1470001342707,28185.6,0,640.5818182
1800036592774,28187,0,640.6136364
1580000604091,28187.6,0,640.6272727
1714337702219,28188.3,0,640.6431818
3200000806622,28190,0,640.6818182
1592008820605,28190,0,640.6818182
1900040426638,28190.5,0,640.6931818
1429196000007,28192.1,0,640.7295455
1800060071779,28197,0,640.8409091
1200061964053,28201.7,0,640.9477273
1200039744867,28204.3,0,641.0068182
1570000296755,28204.7,0,641.0159091
1714329008489,28205.3,0,641.0295455
2380001301209,28206,0,641.0454545
1200060588261,28207.5,0,641.0795455
1800054241950,28208.9,0,641.1113636
2000054727651,28208.9,0,641.1113636
2000054967285,28210.4,0,641.1454545
1591039046463,28211.8,0,641.1772727
1580001791914,28213.8,0,641.2227273
1592001115205,28214.2,0,641.2318182
1170000175626,28221.1,0,641.3886364
2000057297205,28222.6,0,641.4227273
2326520081013,28227.5,0,641.5340909
2200041624148,28232.9,0,641.6568182
1014571503490,28233.5,0,641.6704545
1030062701450,28233.7,0,641.675
1714458284610,28234.5,0,641.6931818
1800022997980,28234.9,0,641.7022727
1700052646619,28235.2,0,641.7090909
2200040558070,28235.4,0,641.7136364
1200010055203,28235.5,0,641.7159091
1620000610783,28245.8,0,641.95
1800035330000,28247.6,0,641.9909091
2600004040826,28247.7,0,641.9931818
1023481405646,28253.6,0,642.1272727
1600000104711,28254.5,0,642.1477273
1800035246332,28257.2,0,642.2090909
1800054563720,28259.6,0,642.2636364
1460001973015,28260.6,0,642.2863636
1900060797298,28264,0,642.3636364
1030057867311,28266.9,0,642.4295455
2700006736193,28270.8,0,642.5181818
1200062141180,28271.2,0,642.5272727
1416241003000,28272.3,0,642.5522727
1200010092092,28274.3,0,642.5977273
1100039640560,28276.6,0,642.65
1716324904602,28276.7,0,642.6522727
1714740312117,28277.4,0,642.6681818
2700006755860,28280.4,0,642.7363636
1300060014183,28283.3,0,642.8022727
1050000552149,28283.8,0,642.8136364
1100039627276,28286.8,0,642.8818182
1800060065419,28287.2,0,642.8909091
1023490346439,28292.1,0,643.0022727
1200050641208,28296.9,0,643.1113636
1591010069973,28299.4,0,643.1681818
2366540276016,28305.3,0,643.3022727
1100039613742,28306.8,0,643.3363636
2198765203633,28311.4,0,643.4409091
2200030027392,28316.1,0,643.5477273
1100770477548,28317.2,0,643.5727273
2600000776293,28318.7,0,643.6068182
1160001198966,28319.5,0,643.625
1200010018823,28319.8,0,643.6318182
1800054870285,28322.6,0,643.6954545
2326315683015,28322.9,0,643.7022727
1100051113171,28326,0,643.7727273
1630000172288,28328,0,643.8181818
1050000692263,28328.2,0,643.8227273
2326526961029,28333.6,0,643.9454545
2316514920018,28333.8,0,643.95
2199989646457,28335.2,0,643.9818182
2380000036530,28339.1,0,644.0704545
2000027509321,28340.8,0,644.1090909
2000054646764,28342.2,0,644.1409091
2000054000896,28342.6,0,644.15
2000056964852,28342.8,0,644.1545455
1200051361891,28344,0,644.1818182
1415749240008,28344.6,0,644.1954545
1300054025465,28346.8,0,644.2454545
2600002049998,28348.9,0,644.2931818
2316541330017,28352,0,644.3636364
2100041511900,28358.9,0,644.5204545
1900060320244,28359.3,0,644.5295455
1900092240985,28360.1,0,644.5477273
1100039662838,28363.4,0,644.6227273
1100039227173,28365.9,0,644.6795455
1030056891420,28370.1,0,644.775
1300060055817,28370.5,0,644.7840909
1640000033483,28373.2,0,644.8454545
1300035391612,28374.8,0,644.8818182
3400000346669,28375.5,0,644.8977273
2100041603091,28375.5,0,644.8977273
1014569752505,28379.2,0,644.9818182
1423289100003,28379.6,0,644.9909091
1900070821984,28388,0,645.1818182
2100041877184,28388.6,0,645.1954545
1200010043740,28389.8,0,645.2227273
2600002942076,28392.8,0,645.2909091
2200030365963,28398.1,0,645.4113636
1460002148765,28403.2,0,645.5272727
1640000878350,28405.1,0,645.5704545
1160001461120,28405.5,0,645.5795455
2199989612652,28410.2,0,645.6863636
1014568469795,28410.2,0,645.6863636
1050001435351,28410.6,0,645.6954545
2700007718070,28413.1,0,645.7522727
1700052738776,28413.7,0,645.7659091
1023469671732,28415.6,0,645.8090909
1200024258810,28416.9,0,645.8386364
2500000868267,28418.7,0,645.8795455
2000027332540,28420,0,645.9090909
2000027290388,28421.4,0,645.9409091
1200010072236,28423.7,0,645.9931818
1640000677985,28424.2,0,646.0045455
1460001844300,28427.2,0,646.0727273
2000027361453,28427.9,0,646.0886364
1700053040841,28431.2,0,646.1636364
1100039379318,28431.3,0,646.1659091
2600003334351,28432.3,0,646.1886364
1200010016287,28433.7,0,646.2204545
2000027313307,28434.8,0,646.2454545
1200010034746,28435.5,0,646.2613636
3090000022862,28437.7,0,646.3113636
2000027385960,28438.9,0,646.3386364
2200030095417,28440,0,646.3636364
1050001722101,28443.3,0,646.4386364
2000008735074,28444.3,0,646.4613636
2000054329830,28447.9,0,646.5431818
2199989668664,28449.7,0,646.5840909
2700005053635,28450.5,0,646.6022727
1170001184463,28451,0,646.6136364
1580000198103,28453.1,0,646.6613636
2199989611997,28455.6,0,646.7181818
1900037000572,28456.8,0,646.7454545
3500000582939,28461.1,0,646.8431818
3110000034072,28462.7,0,646.8795455
1200061829540,28468.8,0,647.0181818
1580001672701,28473.4,0,647.1227273
1470001080011,28475.7,0,647.175
1012736014020,28478.4,0,647.2363636
2000053128309,28479.4,0,647.2590909
1800054023034,28483.9,0,647.3613636
1014572918688,28484.1,0,647.3659091
1160000532375,28485.3,0,647.3931818
1800054193775,28488.7,0,647.4704545
1014569221899,28491.4,0,647.5318182
1580000920640,28492.5,0,647.5568182
1580000960156,28493.3,0,647.575
1014572900973,28493.5,0,647.5795455
2316512386019,28494.4,0,647.6
1200010147412,28498.3,0,647.6886364
1591010867504,28499,0,647.7045455
1700052627909,28502.7,0,647.7886364
1100039633109,28503.2,0,647.8
1900025428022,28505.1,0,647.8431818
1200010061410,28506.6,0,647.8772727
1800060913231,28508,0,647.9090909
1200060263435,28512.1,0,648.0022727
1900090485834,28517.6,0,648.1272727
1200010032400,28518.4,0,648.1454545
2380002484053,28518.6,0,648.15
2000055978232,28520.1,0,648.1840909
1900023425535,28520.2,0,648.1863636
1713601420908,28524,0,648.2727273
2356532057116,28526.9,0,648.3386364
1050000854270,28527.5,0,648.3522727
1800035348169,28530.1,0,648.4113636
3110000029620,28531.2,0,648.4363636
1014568834111,28534.1,0,648.5022727
1428736100000,28534.9,0,648.5204545
1023502131636,28539.6,0,648.6272727
2380001473478,28544.3,0,648.7340909
1712921905510,28551.1,0,648.8886364
1800060393345,28554.3,0,648.9613636
1419267203009,28554.4,0,648.9636364
2500020936503,28556.3,0,649.0068182
2600000773256,28557.6,0,649.0363636
2000027355636,28561.2,0,649.1181818
2346531557013,28562,0,649.1363636
1800053653843,28568.9,0,649.2931818
1800036578663,28569.3,0,649.3022727
1800061004295,28573.3,0,649.3931818
1100770153158,28578.1,0,649.5022727
1200010200396,28578.6,0,649.5136364
1460001929442,28579,0,649.5227273
1200010164914,28580.3,0,649.5522727
1600000144412,28584.7,0,649.6522727
1015685709057,28586.1,0,649.6840909
1800061145289,28586.7,0,649.6977273
1700052145241,28591.1,0,649.7977273
1200061002900,28592.9,0,649.8386364
1591041804010,28592.9,0,649.8386364
2600001029476,28594.8,0,649.8818182
2000051626598,28596.7,0,649.925
2000056113801,28598,0,649.9545455
1640000367287,28600.8,0,650.0181818
2199989679188,28603.8,0,650.0863636
1580001628688,28607.5,0,650.1704545
1900092029580,28612.1,0,650.275
2380002643227,28614.5,0,650.3295455
1200050805727,28617.6,0,650.4
2100041491699,28618.6,0,650.4227273
2380001308046,28621.1,0,650.4795455
1421966000004,28621.1,0,650.4795455
1620000000129,28621.9,0,650.4977273
2100041976841,28623.5,0,650.5340909
1200050275187,28626.3,0,650.5977273
1420070200008,28629.8,0,650.6772727
2000027345248,28631.3,0,650.7113636
1800060538471,28633,0,650.75
1800030805748,28633.8,0,650.7681818
1591059587396,28638.7,0,650.8795455
1712049522513,28638.9,0,650.8840909
1300054210940,28642.4,0,650.9636364
2500223261908,28642.7,0,650.9704545
2000060434175,28644.2,0,651.0045455
1300060053651,28644.6,0,651.0136364
2000053274409,28646.4,0,651.0545455
1460000443259,28646.8,0,651.0636364
2000053895578,28648.8,0,651.1090909
1470000460455,28652.9,0,651.2022727
1100050047340,28656.1,0,651.275
2500001052806,28657.9,0,651.3159091
1014568181604,28660.9,0,651.3840909
1200010226428,28663.1,0,651.4340909
1640000345822,28665.7,0,651.4931818
1300060259994,28666.5,0,651.5113636
1630000804050,28668.9,0,651.5659091
1620000887803,28669.7,0,651.5840909
1014573001020,28670.9,0,651.6113636
1640000624627,28672.2,0,651.6409091
1012687917340,28673.2,0,651.6636364
1100050328106,28674.3,0,651.6886364
1630000506314,28677.4,0,651.7590909
1014568754539,28677.7,0,651.7659091
1014572736986,28683.2,0,651.8909091
2200041598375,28683.7,0,651.9022727
1200060915384,28683.9,0,651.9068182
2200041769711,28685.6,0,651.9454545
1300053272030,28688.8,0,652.0181818
2000054554068,28691,0,652.0681818
1580001347176,28691.5,0,652.0795455
1100014005823,28692.7,0,652.1068182
1591015038998,28706.8,0,652.4272727
1014570477699,28706.9,0,652.4295455
2100040811874,28707,0,652.4318182
1800035222518,28710.5,0,652.5113636
2199989658815,28719.4,0,652.7136364
1620001340804,28721.4,0,652.7590909
1023512016578,28728.6,0,652.9227273
1800054344238,28729.2,0,652.9363636
1200060587462,28731,0,652.9772727
1900034424390,28731.3,0,652.9840909
2200030058568,28731.4,0,652.9863636
2380002829331,28732.7,0,653.0159091
1470000652439,28734.4,0,653.0545455
1023512064873,28740.8,0,653.2
1015686881130,28741.1,0,653.2068182
1423048100002,28745.2,0,653.3
1422760000000,28747.8,0,653.3590909
1900090669161,28748.2,0,653.3681818
1600000076835,28750.7,0,653.425
1429496000003,28754,0,653.5
1716432803082,28756.1,0,653.5477273
2380002781274,28760,0,653.6363636
2199989655656,28760.1,0,653.6386364
2316510806110,28761.5,0,653.6704545
1200062820291,28763.6,0,653.7181818
2366522840015,28767.8,0,653.8136364
2200042805983,28774.3,0,653.9613636
1200061823005,28775.2,0,653.9818182
2200030097326,28777,0,654.0227273
2200030021150,28780.5,0,654.1022727
2600003210415,28783.8,0,654.1772727
1470000348070,28789.4,0,654.3045455
2500020901333,28789.9,0,654.3159091
1507696239990,28793.7,0,654.4022727
1700052484259,28794.1,0,654.4113636
1800061235019,28794.3,0,654.4159091
2200040725670,28795.1,0,654.4340909
1900005424566,28795.8,0,654.45
1900013429649,28796.7,0,654.4704545
2200040385187,28797.3,0,654.4840909
